Match_addr,X,Y,School_Nam,ESD,SD,County,School_Typ,School_T_1,ODE_Instit,Address,City_1,State,Site_Zipco,Site_Zip_1,Mail_Addre,Mail_City,Mail_State,Mail_Zipco,Mail_Zip_1,Phone_1,Phone_Fax,Email,Website,Participation2017,Participation2018,2017 Provider,Provider2018,2017 Grade,Grade 2018,2017 Students,Sudents 2018,2017 Days,Days 2018,Nights 2017,Nights 2018,2017 Actual Funds Per Student,2018 Actual Funds Per Student,2017 Total Funds,2018 Total Funds,Senate Districts,House Districts
"100 Ruth Ave, Wolf Creek, Oregon, 97497",-123.3977996,42.69557595,Sunny Wolf Charter School,Southern OR,Three Rivers/Josephine County SD,Josephine,Combined,Charter,4823,100 Ruth Ave,Wolf Creek,OR,97497,0,PO Box 438,Wolf Creek,OR,97497,0,541-866-2735,541-866-2738,penelope.digennaro@sunnywolfcharterschool.com,http://www.sunnywolfcharterschool.com,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 1,State House District 2
"2230 Cannon Ave, Roseburg, Oregon, 97471",-123.38974,43.15454751,Sunnyslope Elementary School,Douglas,Douglas County SD 4,Douglas,Elementary,Regular School,276,2230 SW Cannon Rd,Roseburg,OR,97470,4656,2230 SW Cannon Rd,Roseburg,OR,97470,4656,541-440-4192,541-679-9485,dschrader@roseburg.k12.or.us,http://www.roseburg.k12.or.us/sunnyslope,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 1,State House District 2
"546 Chadwick Ln, Myrtle Creek, Oregon, 97457",-123.3286612,42.98559253,Tri City Elementary School,Douglas,South Umpqua SD 19,Douglas,Elementary,Regular School,292,546 SW Chadwick Ln,Myrtle Creek,OR,97457,9796,546 SW Chadwick Ln,Myrtle Creek,OR,97457,9796,541-863-6887,541-863-5510,lori.dilbeck@susd.k12.or.us,http://www.susd.k12.or.us/schools/tce,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 1,State House District 2
"330 SE Thompson Ave, Winston, Oregon, 97496",-123.4088402,43.11525257,Winston Middle School,Douglas,Winston-Dillard SD 116,Douglas,Middle,Supplemental Virtual,315,330 SE Thompson,Winston,OR,97496,9580,330 SE Thompson,Winston,OR,97496,9580,541-679-3002,541-679-3026,welkerd@wdsd.org,http://www.wdsd.org/WMS,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 1,State House District 2
"SE Township Rd, Canby, Oregon, 97013",-122.6829858,45.25943268,Baker Charter Schools,Clackamas,Canby SD 86,Clackamas,Middle,Regular School,4434,1859 SE Township Rd,Canby,OR,97013,9734,1859 SE Township Rd,Canby,OR,97013,9734,503-263-7170,503-263-7189,turnerj1@canby.k12.or.us,http://www.baker.canby.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 20,State House District 39
"21944 S Yeoman Rd, Beavercreek, Oregon, 97004",-122.517635,45.2884527,Beavercreek Elementary School,Clackamas,Oregon City SD 62,Clackamas,Elementary,Regular School,105,21944 S Yeoman Rd,Beavercreek,OR,97004,9698,21944 S Yeoman Rd,Beavercreek,OR,97004,9698,503-785-8350,503-632-8264,Scott.Curtis@orecity.k12.or.us,http://www.beavercreekschool.org,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 20,State House District 39
"27801 SE Dee St, Boring, Oregon, 97009",-122.377264,45.43178182,Boring Middle School,Clackamas,Oregon Trail SD 46,Clackamas,Middle,Regular School,97,27801 SE Dee St,Boring,OR,97009,0,PO Box 547,Sandy,OR,97055,547,503-668-9393,503-668-5291,timothy.werner@ortrail.k12.or.us,http://www.oregontrailschools.com/Domain/193,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 20,State House District 39
"14412 S Carus Rd, Oregon City, Oregon, 97045",-122.571341,45.27125383,Carus Elementary School,Clackamas,Canby SD 86,Clackamas,Elementary,Regular School,92,14412 S Carus Rd,Oregon City,OR,97045,9535,14412 S Carus Rd,Oregon City,OR,97045,9535,503-263-7190,503-632-3148,thompsos@canby.k12.or.us,http://www.carus.canby.k12.or.us,1,Yes,Camp Hancock,OMSI,6th,6th,63,64,5,5,4,4,364.35,383.41,22954.05,24538.24,State Senate District 20,State House District 39
"800 S Redwood St, Canby, Oregon, 97013",-122.6764643,45.25674233,Cecile Trost Elementary School,Clackamas,Canby SD 86,Clackamas,Elementary,Regular School,1307,800 S Redwood,Canby,OR,97013,9780,800 S Redwood,Canby,OR,97013,9780,503-263-7130,503-263-7139,navarroa@canby.k12.or.us,http://www.trost.canby.k12.or.us,1,No,Coastal Discovery Center at Camp Gray, ,6th, ,49,0,4,0,3,0,294.66,0,14438.34,0,State Senate District 20,State House District 39
"301 NE 2nd Ave, Estacada, Oregon, 97023",-122.332814,45.29145501,Clackamas River Elementary School,Clackamas,Estacada SD 108,Clackamas,Elementary,Supplemental Virtual,131,301 NE 2nd Ave,Estacada,OR,97023,7501,301 NE 2nd Ave,Estacada,OR,97023,7501,503-630-8552,503-630-8577,hickeyd@estacada.k12.or.us,http://www.esd108.org/clackamasriver/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 20,State House District 39
"500 NE Main St, Estacada, Oregon, 97023",-122.3337927,45.29362358,Estacada Middle School,Clackamas,Estacada SD 108,Clackamas,Junior High,Supplemental Virtual,134,500 NE Main St,Estacada,OR,97023,9773,500 NE Main St,Estacada,OR,97023,9773,503-630-8516,503-630-8693,turnquistk@estacada.k12.or.us,http://www.esd108.org/juniorhigh/,1,Yes,Magruder Outdoor School, ,6th,6th,131,114,4,4,3,3,258.5,288.2,33863.5,32854.8,State Senate District 20,State House District 39
"562 NW 5th Ave, Canby, Oregon, 97013",-122.7014153,45.26372282,Howard Eccles Elementary School,Clackamas,Canby SD 86,Clackamas,Elementary,Regular School,124,562 NW 5th Ave,Canby,OR,97013,3599,562 NW 5th Ave,Canby,OR,97013,3599,503-263-7120,503-263-3225,mckeana@canby.k12.or.us,http://www.eccles.canby.k12.or.us,1,Yes,Coastal Discovery Center at Camp Gray, ,6th,6th,58,56,4,3,3,2,280.11,255.95,16246.38,14333.2,State Senate District 20,State House District 39
"1110 S Ivy St, Canby, Oregon, 97013",-122.6869019,45.25459031,Lee Elementary School,Clackamas,Canby SD 86,Clackamas,Elementary,Regular School,4435,1110 S Ivy St,Canby,OR,0,0, , , ,0,0, , , , , ,Yes, , , ,6th,0,56,0,4,0,3,0,384.1,0,21509.6,State Senate District 20,State House District 39
"15600 SE 232nd Dr, Damascus, Oregon, 97089",-122.4240923,45.40964777,Lewis and Clark Montessori Charter School,Multnomah,Gresham-Barlow SD 10J,Multnomah,Elementary,Charter,4667,15600 SE 232nd Dr,Damascus,OR,97089,0,15600 SE 232nd Dr,Damascus,OR,97089,0,503-427-0803,503-855-3017,mharbert@lcmcs.org,http://www.lewisandclarkcharter.org/,0,Yes, , , ,6th,0,78,0,3,0,2,0,257.6,0,20092.8,State Senate District 20,State House District 39
"26660 S Highway 213, Mulino, Oregon, 97042",-122.580831,45.22039299,Mulino Elementary School,Clackamas,Molalla River SD 35,Clackamas,Elementary,Regular School,121,26660 S Hwy 213,Mulino,OR,97042,0,26660 S Hwy 213,Mulino,OR,97042,838,503-829-6888,503-829-2037,willeya@molallariv.k12.or.us,http://molallarivmu.ss4.sharpschool.com/,1,Yes,Camp Tamarack, ,5th,5th,46,49,3,3,2,2,231.32,236.89,10640.72,11607.61,State Senate District 20,State House District 39
"12240 SE School Ave, Boring, Oregon, 97009",-122.3792057,45.4343233,Naas Elementary School,Clackamas,Oregon Trail SD 46,Clackamas,Elementary,Regular School,96,12240 SE School Ave,Boring,OR,97009,0,PO Box 547,Sandy,OR,97055,547,503-668-4454,503-668-5428,kimberly.braunberger@ortrail.k12.or.us,http://www.oregontrailschools.com/Domain/394,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 20,State House District 39
"1110 S Ivy St, Canby, Oregon, 97013",-122.6869019,45.25459031,Philander Lee Elementary School,Clackamas,Canby SD 86,Clackamas,Elementary,Regular School,4435,1110 S Ivy St,Canby,OR,97013,4298,1110 S Ivy,Canby,OR,97013,4298,503-263-7150,503-263-7159,switzerc@canby.k12.or.us,http://www.lee.canby.k12.or.us,1,No,Coastal Discovery Center at Camp Gray, ,6th, ,48,0,4,0,3,0,285.8,0,13718.4,0,State Senate District 20,State House District 39
"18131 S Redland Rd, Oregon City, Oregon, 97045",-122.4919987,45.34622786,Redland Elementary School,Clackamas,Oregon City SD 62,Clackamas,Elementary,Regular School,139,18131 S Redland Rd,Oregon City,OR,97045,7899,18131 S Redland Rd,Oregon City,OR,97045,7899,503-785-8500,503-631-7645,april.albers@orecity.k12.or.us,http://www.redlandschool.org,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 20,State House District 39
"850 N Broadway St, Estacada, Oregon, 97023",-122.3354624,45.2985275,River Mill Elementary School,Clackamas,Estacada SD 108,Clackamas,Elementary,Supplemental Virtual,132,850 N Broadway St,Estacada,OR,97023,0,850 N Broadway St,Estacada,OR,97023,0,503-630-8517,503-630-8676,behrmanj@estacada.k12.or.us,http://www.rmes.estacada.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 20,State House District 39
"16491 S Springwater Rd, Oregon City, Oregon, 97045",-122.4666742,45.36727561,Springwater Environmental Sciences School,Clackamas,Oregon City SD 62,Clackamas,Elementary,Charter,4480,16491 S Springwater Rd,Oregon City,OR,97045,0,PO Box 3010,Oregon City,OR,97045,0,503-631-7700,<Null>,dawn@springwaterschool.com,http://www.springwaterschool.com,1,Yes,Opal Creek and Beverley Beach, ,5th and 6th,5th,42,24,4,4,3,3,380.61,339,15985.62,8136,State Senate District 20,State House District 39
"30391 SE Highway 211, Eagle Creek, Oregon, 97022",-122.352672,45.36159302,Summit Learning Charter,Clackamas,Estacada SD 108,Clackamas,Combined,Regular School,4670,30391 SE Hwy 211,Eagle Creek,OR,97022,0,PO Box 59,Estacada,OR,97023,0,503-630-5001,503-630-5206,sgallagher@summitlc.org,http://www.summitlearningcharter.org,0,Yes, , , ,6th,0,114,0,4,0,3,0,288.2,0,32854.8,State Senate District 20,State House District 39
"800 S Redwood St, Canby, Oregon, 97013",-122.6764643,45.25674233,Trost Elementary School,Clackamas,Canby SD 86,Clackamas,Elementary,Regular School,1307,800 S Redwood,Canby,OR,0,0, , , ,0,0, , , , , ,Yes, , , ,6th,0,57,0,4,0,3,0,338.18,0,19276.26,State Senate District 20,State House District 39
"501 N Grant St, Canby, Oregon, 97013",-122.698394,45.26482202,William Knight Elementary School,Clackamas,Canby SD 86,Clackamas,Elementary,Regular School,122,501 N Grant St,Canby,OR,97013,3612,501 N Grant St,Canby,OR,97013,3612,503-263-7100,503-263-2459,taylorc@canby.k12.or.us,http://www.knight.canby.k12.or.us,1,Yes,Coastal Discovery Center at Camp Gray, ,6th,6th,50,50,4,4,3,3,288.66,334.01,14433,16700.5,State Senate District 20,State House District 39
"1150 E 29th Ave, Eugene, Oregon, 97403",-123.075943,44.02502299,Camas Ridge Community School,Lane,Eugene SD 4J,Lane,Elementary,Regular School,4739,1150 E 29th Ave,Eugene,OR,97403,1698,1150 E 29th Ave,Eugene,OR,97403,0,541-790-8800,541-790-8805,maloney@4j.lane.edu,http://camasridge.4j.lane.edu/,1,Yes,Camp Tadmor, ,5th,5th,82,78,3,3,3,2,99,295.69,8118,23063.82,State Senate District 6,State House District 11
"239 W 2nd St, Halsey, Oregon, 97348",-123.1098684,44.38727938,Central Linn Elementary School,Linn Benton Lincoln,Central Linn SD 552,Linn,Elementary,Regular School,1311,239 W 2nd St,Halsey,OR,97348,0,239 W 2nd St,Halsey,OR,97348,0,541-369-2851,541-369-3437,amanda.obrien@centrallinn.k12.or.us,http://www.centrallinn.k12.or.us/,1,Yes,Camp Koinonia, ,6th,6th,47,48,4,4,3,3,411.18,270.8,19325.46,12998.4,State Senate District 6,State House District 11
"3875 Kincaid St, Eugene, Oregon, 97405",-123.0756195,44.01334248,Charlemagne French Immersion Elementary School,Lane,Eugene SD 4J,Lane,Elementary,Regular School,1240,3875 Kincaid St,Eugene,OR,97405,4073,3875 Kincaid St,Eugene,OR,97405,4073,541-790-3177,541-790-3545,anderson_er@4j.lane.edu,http://charlemagne.4j.lane.edu/,1,Yes,Canoe Island,Canoe Island,5th,5th,55,58,5,3,4,2,406,350.17,22330,20309.86,State Senate District 6,State House District 11
"91274 N Coburg Rd, Eugene, Oregon, 97408",-123.0720309,44.14276275,Coburg Community Charter School,Lane,Eugene SD 4J,Lane,Elementary,Charter,507,91274 N Coburg Rd,Eugene,OR,97401,9498,91274 N Coburg Rd,Eugene,OR,97401,9498,541-790-3408,541-790-3532,t.hoagland@coburgcharter.org,http://coburgcharter.org,0,Yes, ,Whole Earth, ,5th,0,25,0,3,0,2,0,166.91,0,4172.75,State Senate District 6,State House District 11
"996 A St, Creswell, Oregon, 97426",-123.028059,43.91964747,Creslane Elementary School,Lane,Creswell SD 40,Lane,Elementary,Regular School,570,996 W  A  St,Creswell,OR,97426,9633,996 W  A  Ave,Creswell,OR,97426,9633,541-895-6140,541-895-6199,rbeck@creswell.k12.or.us,http://www.creswell.k12.or.us/wp/ces/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 6,State House District 11
"655 W Oregon Ave, Creswell, Oregon, 97426",-123.02663,43.91687302,Creswell Middle School,Lane,Creswell SD 40,Lane,Middle,Regular School,571,655 W Oregon Ave,Creswell,OR,97426,9504,655 W Oregon Ave,Creswell,OR,97426,9504,541-895-6090,541-895-6139,sburrus@lane.k12.or.us,http://www.creswell.k12.or.us/,1,Yes,Grove Christian Camp, ,6th,6th,98,88,4,4,3,3,149.03,156.74,14604.94,13793.12,State Senate District 6,State House District 11
"1328 E 22nd Ave, Eugene, Oregon, 97403",-123.072369,44.03560251,Edison Elementary School,Lane,Eugene SD 4J,Lane,Elementary,Regular School,510,1328 E 22nd Ave,Eugene,OR,97403,1599,1328 E 22nd Ave,Eugene,OR,97403,1599,541-790-8900,541-790-8905,horn_t@4j.lane.edu,http://edison.4j.lane.edu/,0,Yes, ,OMSI, ,5th,0,61,0,3,0,0,0,204.21,0,12456.81,State Senate District 6,State House District 11
"642 Smith St, Harrisburg, Oregon, 97446",-123.1648502,44.27229253,Harrisburg Elementary School,Linn Benton Lincoln,Harrisburg SD 7J,Linn,Elementary,Supplemental Virtual,659,642 Smith St,Harrisburg,OR,97446,0,PO Box 247,Harrisburg,OR,97446,247,541-995-6544,541-995-6194,carol.oconnor@harrisburg.k12.or.us,http://www.harrisburg.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 6,State House District 11
"201 S 6th St, Harrisburg, Oregon, 97446",-123.1660158,44.27227994,Harrisburg Middle School,Linn Benton Lincoln,Harrisburg SD 7J,Linn,Middle,Supplemental Virtual,2723,201 S 6th St,Harrisburg,OR,97446,0,PO Box 317,Harrisburg,OR,97446,317,541-995-6551,541-995-5120,Darci.stuller@harrisburg.k12.or.us,http://www.harrisburg.k12.or.us,0,Yes, , , ,6th,0,40,0,3,0,2,0,152.39,0,6095.6,State Senate District 6,State House District 11
"40336 Crawfordsville Dr, Sweet Home, Oregon, 97386",-122.7834106,44.35957249,Holley Elementary School,Linn Benton Lincoln,Sweet Home SD 55,Linn,Elementary,Regular School,664,40336 Crawfordsville Dr,Sweet Home,OR,97386,9803,40336 Crawfordsville Dr,Sweet Home,OR,97386,9803,541-367-7162,541-367-8904,todd.barrett@sweethome.k12.or.us,http://www.sweethome.k12.or.us/elementary/holley/,1,Yes,Camp Tadmor, ,6th,6th,30,24,3,3,2,2,175.88,237.75,5276.4,5706,State Senate District 6,State House District 11
"92250 Schoolhouse St, Marcola, Oregon, 97454",-122.863219,44.17402599,Marcola Elementary School,Lane,Marcola SD 79J,Lane,Elementary,Regular School,603,92250 School House Rd,Marcola,OR,97454,0,PO Box 820,Marcola,OR,97454,820,541-933-2411,541-933-1428,twhite@marcola.k12.or.us,http://www.edline.net/pages/Marcola_Elementary_School,0,Yes, , , ,5th,0,16,0,3,0,2,0,222.06,0,3552.96,State Senate District 6,State House District 11
"30581 Sodaville Mountain Home Rd, Lebanon, Oregon, 97355",-122.8707115,44.47969971,Sand Ridge Charter School,Linn Benton Lincoln,Lebanon Community SD 9,Linn,Elementary,Charter,3505,30581 Sodaville-Mt Home Rd,Lebanon,OR,97355,0,30581 Sodaville-Mt Home Rd,Lebanon,OR,97355,0,541-258-2416,541-258-1898,acota@piecharters.org,http://www.pieschools.info,1,Yes,Camp Tadmor, ,6th,6th,32,33,3,3,2,2,249.13,201.17,7972.16,6638.61,State Senate District 6,State House District 11
"28721 Liberty Rd, Sweet Home, Oregon, 97386",-122.7877284,44.43137276,Sweet Home Charter School,Linn Benton Lincoln,Sweet Home SD 55,Linn,Elementary,Regular School,4484,28721 Liberty Rd,Sweet Home,OR,97386,0,28721 Liberty Rd,Sweet Home,OR,97386,0,541-367-1833,541-367-1839,jricha1@wou.edu,http://www.sweethomecharterschool.org,1,Yes,Camp Tadmor, ,6th,6th,18,15,3,3,2,2,172.9,250.83,3112.2,3762.45,State Senate District 6,State House District 11
"40589 McKenzie Hwy, Springfield, Oregon, 97478",-122.76201,44.07799771,Walterville Elementary School,Lane,Springfield SD 19,Lane,Elementary,Supplemental Virtual,558,40589 McKenzie Hwy,Springfield,OR,97478,8613,40589 McKenzie Hwy,Springfield,OR,97478,8613,541-744-6415,541-744-6417,lacey.macdonald@springfield.k12.or.us,http://blog.springfield.k12.or.us/walterville/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 6,State House District 11
"34020 B St, Eugene, Oregon, 97405",-123.009475,43.99480841,Willamette Leadership Academy,Lane,Springfield SD 19,Lane,Combined,Supplemental Virtual,4058,34020 B St,Eugene,OR,97405,0,34020 B St,Eugene,OR,97405,0,541-246-2842,541-246-2845,rbulkley@wlacademy.org,http://www.willametteleadershipacademy.net,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 6,State House District 11
"1100 Klaskanine Ave, Astoria, Oregon, 97103",-123.8314739,46.17959284,Astoria Middle School,Northwest Regional,Astoria SD 1,Clatsop,Middle,Supplemental Virtual,144,1100 Klaskanine Ave,Astoria,OR,97103,5300,1100 Klaskanine Ave,Astoria,OR,97103,5300,503-325-4331,503-325-3040,lberger@astoria.k12.or.us,http://www.astoria.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 16,State House District 32
"42350 NW Trellis Way, Banks, Oregon, 97106",-123.1130324,45.61226829,Banks Elementary School,Northwest Regional,Banks SD 13,Washington,Elementary,Regular School,1120,42350 NW Trellis Way,Banks,OR,97106,6052,42350 NW Trellis Way,Banks,OR,97106,6052,503-324-2772,<Null>,darlawl@banks.k12.or.us,http://www.banks.k12.or.us/,1,Yes,Camp Westwind, ,5th,5th,83,86,4,4,3,3,261.09,266.91,21670.47,22954.26,State Senate District 16,State House District 32
"12850 NW Main St, Banks, Oregon, 97106",-123.1144309,45.61340153,Banks Middle School,Northwest Regional,Banks SD 13,Washington,Junior High,Regular School,1123,12850 NW Main St,Banks,OR,97106,9008,12850 NW Main St,Banks,OR,97106,9008,503-324-3111,503-324-7441,shelleym@banks.k12.or.us,http://www.banks.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 16,State House District 32
"1120 Broadway St, Seaside, Oregon, 97138",-123.9196499,45.99312747,Broadway Middle School,Northwest Regional,Seaside SD 10,Clatsop,Middle,Regular School,150,1120 Broadway St,Seaside,OR,97138,7899,1120 Broadway St,Seaside,OR,97138,7899,503-738-5560,503-738-3900,jmcandrews@seaside.k12.or.us,http://www.seaside.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 16,State House District 32
"4115 SW Dilley Rd, Forest Grove, Oregon, 97116",-123.1270614,45.49057366,Dilley Elementary School,Northwest Regional,Forest Grove SD 15,Washington,Elementary,Supplemental Virtual,1129,4115 SW Dilley Rd,Forest Grove,OR,97116,8519,4115 SW Dilley Rd,Forest Grove,OR,97116,8519,503-359-2493,503-359-2565,mmireles@fgsd.k12.or.us,http://www.dilley.fgsd.k12.or.us/pages/Dilley_Elementary_School,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 16,State House District 32
"3905 Alder Ln, Tillamook, Oregon, 97141",-123.82082,45.45435747,East Elementary School,Northwest Regional,Tillamook SD 9,Tillamook,Elementary,Regular School,1012,3905 Alder Ln,Tillamook,OR,97141,2798,3905 Alder Ln,Tillamook,OR,97141,2798,503-842-7544,503-842-1246,lampleyt@tillamook.k12.or.us,http://eastschool.intuitwebsites.com/,0,Yes, , , ,6th,0,169,0,5,0,4,0,308.56,0,52146.64,State Senate District 16,State House District 32
"604 Cypress Ave, Garibaldi, Oregon, 97118",-123.9143398,45.56157752,Garibaldi Elementary School,Northwest Regional,Neah-Kah-Nie SD 56,Tillamook,Elementary,Supplemental Virtual,1020,604 Cypress St,Garibaldi,OR,97118,0,PO Box 317,Garibaldi,OR,97118,317,503-322-0311,503-322-2193,janmarien@nknsd.org,http://www.nknsd.org,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 16,State House District 32
"300 Park St, Gaston, Oregon, 97119",-123.141943,45.43577102,Gaston Elementary School,Northwest Regional,Gaston SD 511J,Washington,Elementary,Regular School,1194,300 Park St,Gaston,OR,97119,0,300 Park St,Gaston,OR,97119,68,503-985-7240,503-985-7663,larkint@gaston.k12.or.us,http://www.gaston.k12.or.us,1,Yes,Trickle Creek Outdoor School, ,6th,6th,43,38,4,4,3,3,229.07,238.87,9850.01,9077.06,State Senate District 16,State House District 32
"1002 Pacific Way, Seaside, Oregon, 97138",-123.91434,46.02420748,Gearhart Elementary School,Northwest Regional,Seaside SD 10,Clatsop,Elementary,Regular School,153,1002 Pacific Way,Gearhart,OR,97138,4299,1002 Pacific Way,Gearhart,OR,97138,4299,503-738-8348,503-738-8349,jwozniak@seaside.k12.or.us,http://www.seaside.k12.or.us,0,Yes, , , ,5th,0,51,0,3,0,2,0,188.61,0,9619.11,State Senate District 16,State House District 32
"41535 Old US-30, Astoria, Oregon, 97103",-123.6238127,46.16109746,Hilda Lahti Elementary School,Northwest Regional,Knappa SD 4,Clatsop,Elementary,Regular School,166,41535 Old Hwy 30,Astoria,OR,97103,8640,41535 Old Hwy 30,Astoria,OR,97103,8640,503-458-6162,503-458-6979,collierl@knappak12.org,http://www.knappa.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 16,State House District 32
"83874 Highway 103, Seaside, Oregon, 97138",-123.4973496,45.92976607,Jewell School,Northwest Regional,Jewell SD 8,Clatsop,Combined,Supplemental Virtual,3352,83874 Hwy 103,Seaside,OR,97138,6154,83874 Hwy 103,Seaside,OR,97138,6154,503-755-2451,503-755-0616,mikes@jewell.k12.or.us,http://www.jewell.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 16,State House District 32
